EVENT,MATCH_PATTERN,PATTERN_REGEX,REGEX_GROUP_0,REGEX_GROUP_1,URL,REF_DATE,LOG_TIMESTAMP,SLUG_URL,FILE_NAME
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+22 DIAS UTEIS PAGAMENTO,D+22 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_47356_134626_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:04.535356+0000,DOC_REGUL_47356_134626_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO AZ QUEST XP SEGUROS MULTI MAX PREV QUALI FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADACNPJ,AZ QUEST XP SEGUROS MULTI MAX PREV QUALI FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_47356_134626_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:04.535356+0000,DOC_REGUL_47356_134626_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_47356_134626_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:04.535356+0000,DOC_REGUL_47356_134626_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76819_134082_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:15.083919+0000,DOC_REGUL_76819_134082_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 52.986.170/0001-90I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","52.986.170/0001-90I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76819_134082_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:15.083919+0000,DOC_REGUL_76819_134082_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76819_134082_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:15.083919+0000,DOC_REGUL_76819_134082_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+5 DIAS UTEISPAGAMENTO,D+5 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76819_134082_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:15.083919+0000,DOC_REGUL_76819_134082_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO BRADESCO ULTRA XP SEG PREV FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADACNPJ,BRADESCO ULTRA XP SEG PREV FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76819_134082_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:15.083919+0000,DOC_REGUL_76819_134082_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76819_134082_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:15.083919+0000,DOC_REGUL_76819_134082_2025_05.pdf,
CLASSE,XP_3,(?i)(subclasse\s*[^*]+?);,"SUBCLASSES DE COTAS EM UM MESMO FUNDO, COM DIREITOS E OBRIGACOES DISTINTOS. A ALTERACAO DO REGULAMENTO REALIZADA POR MEIO DA PRESENTE ATA VISA INSTITUIR A CRIACAO DA CLASSE, NA QUALIDADE DE CLASSE UNICA DE COTAS, SEM QUE HAJA QUALQUER ALTERACAO EM RELACAO AOS DIREITOS E OBRIGACOES DOS COTISTAS;","SUBCLASSES DE COTAS EM UM MESMO FUNDO, COM DIREITOS E OBRIGACOES DISTINTOS. A ALTERACAO DO REGULAMENTO REALIZADA POR MEIO DA PRESENTE ATA VISA INSTITUIR A CRIACAO DA CLASSE, NA QUALIDADE DE CLASSE UNICA DE COTAS, SEM QUE HAJA QUALQUER ALTERACAO EM RELACAO AOS DIREITOS E OBRIGACOES DOS COTISTAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49167_133367_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:26.007369+0000,DOC_REGUL_49167_133367_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 41.888.464/0001-63 (FUNDO,41.888.464/0001-63,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49167_133367_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:26.007369+0000,DOC_REGUL_49167_133367_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49167_133367_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:26.007369+0000,DOC_REGUL_49167_133367_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+5 DIAS CORRIDOSPAGAMENTO,D+5 DIAS CORRIDOS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49167_133367_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:26.007369+0000,DOC_REGUL_49167_133367_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO XP TERMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZOCNPJ,XP TERMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49167_133367_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:26.007369+0000,DOC_REGUL_49167_133367_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49167_133367_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:26.007369+0000,DOC_REGUL_49167_133367_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49286_130219_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:36.465651+0000,DOC_REGUL_49286_130219_2025_04.pdf,
CNPJ,XP_1,(?i)cnpj/mf\s*n\s*.\s*([^*]+?)\s+.{17},CNPJ/MF NO 41.866.241/0001-03PELO PRESENTE INSTRUME,41.866.241/0001-03PELO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49286_130219_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:36.465651+0000,DOC_REGUL_49286_130219_2025_04.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:FECHADOPRAZO,FECHADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49286_130219_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:36.465651+0000,DOC_REGUL_49286_130219_2025_04.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+0 DIAS UTEISPAGAMENTO,D+0 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49286_130219_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:36.465651+0000,DOC_REGUL_49286_130219_2025_04.pdf,
NOME_FUNDO,XP_1,(?i)instrumento\s*particular\s*de\s*altera..o\s*do\s*regulamento\s*d[o|a]\s*([^*]+?)\s*cnpj,INSTRUMENTO PARTICULAR DE ALTERACAO DO REGULAMENTO DO WHG COMPASS FUNDO DE INVESTIMENTO EM ACOES INVESTIMENTO NO EXTERIORCNPJ,WHG COMPASS FUNDO DE INVESTIMENTO EM ACOES INVESTIMENTO NO EXTERIOR,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49286_130219_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:36.465651+0000,DOC_REGUL_49286_130219_2025_04.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49286_130219_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:36.465651+0000,DOC_REGUL_49286_130219_2025_04.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_44813_136058_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:46.874076+0000,DOC_REGUL_44813_136058_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 37.728.799/0001-47I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","37.728.799/0001-47I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_44813_136058_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:46.874076+0000,DOC_REGUL_44813_136058_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_44813_136058_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:46.874076+0000,DOC_REGUL_44813_136058_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+20 DIAS UTEISPAGAMENTO,D+20 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_44813_136058_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:46.874076+0000,DOC_REGUL_44813_136058_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO KINEA PREV ATLAS XP SEGUROS FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADACNPJ,KINEA PREV ATLAS XP SEGUROS FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_44813_136058_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:46.874076+0000,DOC_REGUL_44813_136058_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_44813_136058_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:46.874076+0000,DOC_REGUL_44813_136058_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68254_136786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:57.408318+0000,DOC_REGUL_68254_136786_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 47.020.670/0001-33I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","47.020.670/0001-33I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68254_136786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:57.408318+0000,DOC_REGUL_68254_136786_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68254_136786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:57.408318+0000,DOC_REGUL_68254_136786_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+ 7 DIAS UTEISPAGAMENTO,D+ 7 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68254_136786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:57.408318+0000,DOC_REGUL_68254_136786_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO SVN FOF SELECAO PREV FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADACNPJ,SVN FOF SELECAO PREV FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68254_136786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:57.408318+0000,DOC_REGUL_68254_136786_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68254_136786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:21:57.408318+0000,DOC_REGUL_68254_136786_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_51497_135866_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:08.283892+0000,DOC_REGUL_51497_135866_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 43.636.153/0001-32 (FUNDO,43.636.153/0001-32,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_51497_135866_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:08.283892+0000,DOC_REGUL_51497_135866_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_51497_135866_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:08.283892+0000,DOC_REGUL_51497_135866_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+5 DIAS UTEISPAGAMENTO,D+5 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_51497_135866_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:08.283892+0000,DOC_REGUL_51497_135866_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO TERRA XP PREVIDENCIARIO QUALIFICADO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADACNPJ,TERRA XP PREVIDENCIARIO QUALIFICADO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_51497_135866_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:08.283892+0000,DOC_REGUL_51497_135866_2025_05.pdf,
PAGAMENTO,XP_1,(?i)pagamento:\s*([^*]+?)\s*movimenta..o,PAGAMENTO:D+2 DIAS UTEIS CONTADOS APOS A CONVERSAOMOVIMENTACAO,D+2 DIAS UTEIS CONTADOS APOS A CONVERSAO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_51497_135866_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:08.283892+0000,DOC_REGUL_51497_135866_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76752_136779_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:18.696329+0000,DOC_REGUL_76752_136779_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 52.955.321/0001-43I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","52.955.321/0001-43I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76752_136779_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:18.696329+0000,DOC_REGUL_76752_136779_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76752_136779_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:18.696329+0000,DOC_REGUL_76752_136779_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+7 DIAS UTEIS PAGAMENTO,D+7 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76752_136779_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:18.696329+0000,DOC_REGUL_76752_136779_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO SVN PREV FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADACNPJ,SVN PREV FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76752_136779_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:18.696329+0000,DOC_REGUL_76752_136779_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76752_136779_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:18.696329+0000,DOC_REGUL_76752_136779_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52739_136127_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:29.185974+0000,DOC_REGUL_52739_136127_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 44.409.353/0001-15I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","44.409.353/0001-15I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52739_136127_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:23:29.185974+0000,DOC_REGUL_52739_136127_2025_05.pdf,
